XUSXEYAF=MO07:00-10:00,TU05:06-10:11,WE00:00-21:35,TH13:33-14:44,FR19:15-20:29,SA00:16-00:47,SU01:05-09:15,
XKXYTCBY=MO11:48-14:51,TU10:00-15:01,WE01:00-05:11,TH01:22-05:49,FR05:12-09:36,SA12:36-22:49,SU05:01-19:02,
OVZKNKTX=MO01:12-02:31,TU01:30-19:58,WE00:04-08:47,TH02:26-08:32,FR00:01-00:02,SA11:01-20:20,SU01:18-16:27,
ZMMSXXOE=MO03:26-06:58,TU05:32-12:44,WE05:05-11:31,TH03:21-13:25,FR10:13-21:17,SA03:18-06:29,SU13:01-19:20,
XAGJKXVK=MO04:03-09:13,TU02:10-06:45,WE01:01-03:06,TH01:01-03:14,FR04:28-05:48,SA04:34-07:57,SU19:02-21:03,
GXKAHUGA=MO00:08-06:13,TU00:34-09:53,WE02:06-04:10,TH00:00-13:53,FR17:02-21:11,SA08:33-17:49,SU02:29-07:45,
UWPBFWCX=MO04:02-06:15,TU00:14-16:17,WE00:00-01:20,TH01:10-03:32,FR05:14-07:32,SA05:14-20:21,SU00:06-03:29,
QXXAHUXM=MO01:13-13:27,TU12:00-22:11,WE00:09-01:28,TH00:12-00:40,FR00:08-01:39,SA01:01-02:11,SU02:00-14:50,
HHZZZCDX=MO11:09-13:15,TU09:25-12:34,WE06:15-07:55,TH16:14-18:29,FR00:01-13:39,SA18:08-21:16,SU03:40-21:52,
CQXFYVNN=MO04:24-20:43,TU14:02-20:08,WE02:24-04:54,TH04:18-15:43,FR07:13-21:16,SA20:02-21:08,SU00:03-06:11,
WHLXULDA=MO05:03-19:57,TU00:23-05:36,WE06:17-22:45,TH05:01-15:06,FR01:36-03:57,SA05:04-13:28,SU00:02-00:34,
WMZGKJZQ=MO14:06-17:24,TU03:39-05:43,WE06:09-15:15,TH14:50-19:58,FR03:17-05:32,SA05:16-09:20,SU14:38-21:47,
VZDRELCJ=MO00:41-00:45,TU07:06-09:29,WE08:07-18:54,TH12:00-21:01,FR06:22-07:31,SA06:06-17:54,SU01:07-18:21,
ZLVSIAMG=MO00:17-06:35,TU02:27-13:42,WE01:02-02:06,TH05:02-09:05,FR00:36-18:58,SA02:17-08:33,SU04:39-14:43,
GRHXEQVN=MO11:33-19:34,TU12:08-15:13,WE00:02-00:33,TH01:04-02:06,FR10:01-22:06,SA11:02-16:45,SU00:00-12:15,
EDQWDFVM=MO08:03-19:13,TU08:13-10:18,WE00:09-01:17,TH01:42-02:54,FR04:01-21:10,SA03:02-04:17,SU08:19-14:40,
NLDOLTKF=MO04:27-06:29,TU03:34-05:35,WE07:06-11:17,TH07:16-08:23,FR06:37-14:48,SA02:00-12:17,SU07:07-08:28,
IHERXHGN=MO04:28-06:37,TU17:26-22:27,WE12:13-21:42,TH01:04-05:27,FR02:15-05:27,SA01:31-08:47,SU01:02-05:03,
LORBGSTX=MO00:10-10:12,TU06:34-15:46,WE02:16-05:18,TH01:04-02:55,FR03:10-17:13,SA11:05-20:24,SU03:02-05:06,
YXZOPCAN=MO04:00-05:03,TU05:00-17:00,WE12:05-21:32,TH15:00-19:57,FR08:24-10:29,SA00:13-03:28,SU00:00-08:03,
JQSVUTUO=MO01:10-12:20,TU07:06-12:30,WE13:20-18:45,TH04:14-07:18,FR05:11-06:32,SA10:04-13:43,SU07:00-11:21,
MBJONHEX=MO00:28-04:51,TU05:28-07:43,WE00:04-02:43,TH05:02-06:29,FR02:19-07:33,SA03:48-12:56,SU08:07-14:20,
EIEWPBFI=MO03:27-04:49,TU06:01-13:10,WE00:21-22:33,TH09:06-10:26,FR12:22-19:30,SA07:00-09:09,SU00:25-01:43,
VBNBSBYN=MO01:09-16:39,TU05:11-17:29,WE16:16-20:25,TH08:01-13:02,FR00:03-03:41,SA00:06-06:47,SU01:23-02:33,
UPZPDGPX=MO01:04-02:07,TU04:03-08:58,WE01:06-18:27,TH09:27-19:32,FR05:26-10:33,SA05:13-14:18,SU04:11-12:13,
YXVYIICB=MO03:17-06:18,TU02:25-03:31,WE11:03-15:38,TH11:12-20:15,FR11:08-16:09,SA10:00-12:17,SU06:04-18:57,
DFMYTAXF=MO01:08-02:26,TU00:18-14:35,WE09:14-18:19,TH00:20-00:27,FR05:01-12:14,SA02:23-17:57,SU01:39-08:54,
XJUHIOCS=MO08:17-12:49,TU15:15-19:33,WE02:13-22:35,TH08:07-16:11,FR01:01-14:03,SA07:23-22:29,SU02:32-11:41,
YSRTDBKU=MO03:11-19:23,TU02:04-03:06,WE03:02-05:11,TH07:06-09:28,FR00:07-01:41,SA07:03-14:04,SU00:06-03:46,
XKHAYXBH=MO00:27-01:38,TU03:39-16:45,WE05:06-15:21,TH13:12-20:16,FR11:01-15:14,SA04:03-08:56,SU07:11-12:20,
GEREWMAX=MO11:17-12:37,TU00:07-04:30,WE00:05-04:43,TH15:16-22:38,FR05:09-17:15,SA00:00-13:04,SU03:25-13:31,
VTANCTKD=MO01:07-14:33,TU06:40-20:45,WE13:30-22:58,TH03:02-08:12,FR16:13-20:15,SA06:14-17:28,SU06:47-08:53,
RLXGKIYH=MO09:37-10:40,TU05:39-21:41,WE06:19-17:48,TH00:15-11:35,FR03:01-06:58,SA10:14-14:51,SU00:29-01:44,
ESKPMTMY=MO05:01-15:09,TU03:04-13:11,WE09:10-10:42,TH00:15-02:29,FR01:38-03:57,SA05:08-10:19,SU00:01-00:02,
CQDVWMRB=MO05:19-21:41,TU17:06-22:24,WE00:02-01:03,TH07:28-08:36,FR00:19-05:27,SA01:17-02:33,SU00:25-00:49,
IFUNITXX=MO19:01-22:08,TU06:19-14:22,WE07:00-12:22,TH02:08-05:10,FR17:03-21:18,SA03:43-10:57,SU01:15-06:23,
TMEXQZNY=MO00:05-14:16,TU02:14-11:53,WE00:14-03:38,TH01:10-04:21,FR06:03-13:43,SA02:29-03:41,SU01:13-03:46,
XZRZNXLD=MO03:06-18:20,TU00:09-07:54,WE00:03-16:10,TH01:16-07:44,FR06:06-11:37,SA04:04-05:20,SU08:06-09:08,
TWNFOCIO=MO12:01-17:02,TU15:22-21:54,WE20:21-21:39,TH05:02-18:13,FR01:21-12:54,SA00:12-05:17,SU04:10-17:11,
XZNPZZMD=MO10:02-13:03,TU10:14-11:42,WE05:11-06:33,TH05:24-09:57,FR00:07-01:55,SA08:04-16:38,SU16:15-21:19,
EVYGZYRJ=MO01:03-13:17,TU08:02-09:12,WE02:00-15:05,TH14:09-20:43,FR04:04-09:12,SA00:22-00:30,SU00:18-20:33,
CYSBGAPQ=MO17:06-19:18,TU00:14-00:24,WE09:00-18:02,TH02:20-09:53,FR00:01-10:03,SA04:02-15:03,SU01:25-03:29,
OUEYUKYW=MO09:10-14:19,TU10:11-11:14,WE01:10-02:50,TH12:34-16:53,FR07:19-17:20,SA15:11-17:24,SU01:16-10:22,
PFMJXXWB=MO03:04-17:20,TU03:15-06:32,WE07:08-14:41,TH03:00-14:56,FR03:11-12:57,SA05:06-21:08,SU08:14-09:19,
AHSUKTGE=MO00:14-00:33,TU00:22-02:41,WE12:03-19:13,TH03:05-08:08,FR03:19-08:21,SA02:08-03:18,SU01:10-14:18,
THZFQHZT=MO01:03-16:28,TU00:06-00:11,WE10:03-11:54,TH04:19-07:26,FR09:03-11:06,SA00:12-01:55,SU03:22-11:41,
LYOXYQMG=MO02:27-09:57,TU03:14-06:42,WE06:33-14:37,TH09:21-16:32,FR03:11-04:24,SA04:18-14:22,SU00:38-10:51,
QDCAFKXA=MO00:00-17:02,TU04:09-07:11,WE06:26-15:35,TH09:03-15:27,FR00:22-01:50,SA00:00-00:06,SU02:00-03:01,
XUATAAJS=MO03:00-08:42,TU02:33-09:37,WE09:28-19:45,TH13:42-16:43,FR02:14-03:26,SA09:21-20:25,SU05:02-10:03,
HYUHRFGT=MO00:30-01:48,TU03:06-20:12,WE01:05-11:37,TH04:15-06:21,FR00:15-01:22,SA00:00-00:00,SU10:16-20:20,
LDYWPWIX=MO00:02-18:17,TU08:13-21:50,WE14:37-17:39,TH13:05-16:37,FR01:19-07:36,SA13:05-18:55,SU13:05-22:27,
FEBIMAPK=MO04:35-09:46,TU12:40-13:42,WE06:00-09:01,TH02:11-19:12,FR00:10-00:14,SA01:02-04:15,SU00:12-04:14,
ONRNLIUN=MO01:10-03:42,TU07:03-14:17,WE00:08-02:09,TH06:15-11:53,FR05:15-07:37,SA01:00-02:02,SU11:07-17:50,
CRXHCYVF=MO05:04-06:16,TU08:02-10:04,WE06:07-07:51,TH02:06-17:13,FR10:08-16:36,SA00:05-00:22,SU17:57-20:58,
VRULCJYU=MO03:23-15:44,TU11:33-12:43,WE02:21-13:35,TH03:18-04:25,FR02:08-06:13,SA08:14-19:48,SU07:02-08:09,
ENDWDHHY=MO02:03-03:23,TU01:11-02:23,WE07:25-15:49,TH01:04-20:56,FR03:14-08:18,SA05:20-17:58,SU00:37-01:49,
ZSUSBYRY=MO00:36-08:44,TU12:03-19:04,WE08:02-20:12,TH02:08-09:28,FR00:02-09:04,SA00:05-01:08,SU01:02-04:13,
KXPEOFQD=MO09:12-15:30,TU10:14-19:37,WE04:09-12:25,TH02:17-16:49,FR00:02-03:31,SA03:13-04:35,SU05:32-09:39,
WXMAMXJW=MO00:06-01:07,TU16:20-17:43,WE06:11-10:27,TH07:09-08:30,FR05:32-17:34,SA04:15-22:55,SU09:11-20:18,
GETPWQUC=MO00:01-05:08,TU09:03-22:40,WE04:14-07:21,TH14:04-15:06,FR01:28-20:35,SA11:02-21:26,SU05:07-10:29,
TWMHYWVW=MO04:12-05:53,TU08:33-17:57,WE07:00-08:00,TH04:00-07:22,FR13:48-21:55,SA08:35-13:38,SU01:02-02:55,
ZCVOFVNE=MO03:14-07:47,TU07:02-10:12,WE00:02-00:16,TH00:06-10:23,FR09:25-13:39,SA06:25-14:33,SU18:06-22:50,
EPRXCZCH=MO00:14-03:24,TU09:45-11:47,WE00:00-00:00,TH06:00-09:06,FR14:00-21:01,SA04:00-06:02,SU06:14-18:38,
TNSAIHTS=MO02:20-22:37,TU07:04-16:14,WE00:14-00:46,TH04:05-22:22,FR14:04-18:19,SA10:05-19:47,SU00:04-14:29,
ETLKGRYH=MO12:09-17:12,TU02:07-03:15,WE00:14-09:46,TH04:15-05:50,FR04:03-07:44,SA00:01-09:02,SU03:05-07:19,
YXFNNNUM=MO01:01-19:30,TU05:25-13:53,WE00:21-04:31,TH08:00-17:00,FR01:01-06:02,SA09:05-22:50,SU05:09-15:10,
PWNSWHRQ=MO00:23-09:36,TU06:20-08:31,WE04:00-10:13,TH13:07-19:56,FR00:11-20:29,SA03:04-06:12,SU08:26-14:27,
XHFZZSDH=MO02:47-07:52,TU05:37-19:47,WE05:14-08:29,TH03:20-15:22,FR12:02-16:05,SA06:28-08:36,SU19:00-20:45,
DHXHJNRE=MO09:19-11:24,TU17:04-21:09,WE16:04-22:16,TH14:05-19:14,FR12:32-14:41,SA02:04-08:44,SU07:12-20:14,
ISXWGDFR=MO03:19-08:37,TU14:08-20:35,WE07:17-13:53,TH09:02-17:38,FR09:01-11:02,SA05:25-12:29,SU02:05-14:09,
LJIIONYF=MO00:00-09:04,TU09:07-17:20,WE05:17-09:18,TH08:21-09:43,FR09:11-22:13,SA07:25-09:29,SU17:39-18:46,
QHXSTCBH=MO01:11-03:34,TU00:28-06:33,WE11:00-20:42,TH07:05-08:42,FR00:01-00:05,SA02:27-08:36,SU01:24-02:40,
CKDTIOZI=MO00:06-01:15,TU01:08-05:16,WE00:28-00:32,TH06:15-18:16,FR02:17-09:46,SA06:21-18:30,SU02:11-03:36,
YMBBMIHG=MO13:06-16:25,TU06:28-20:44,WE04:34-06:57,TH00:32-07:45,FR06:03-18:27,SA08:17-17:37,SU04:15-22:40,
CRDZATAT=MO07:19-08:26,TU03:08-06:31,WE00:05-00:11,TH10:18-22:37,FR07:00-12:30,SA08:05-12:47,SU01:16-03:46,
KUUEYQVA=MO01:34-13:42,TU14:25-20:43,WE07:07-14:26,TH17:25-18:30,FR01:09-11:13,SA02:35-05:41,SU06:17-09:31,
XJXBKTST=MO01:24-15:49,TU10:04-14:29,WE02:44-18:51,TH07:33-08:46,FR01:05-02:30,SA01:28-05:48,SU06:13-18:20,
PQCFXLCA=MO10:03-12:16,TU05:02-16:36,WE01:12-19:40,TH11:11-18:28,FR09:42-15:54,SA02:28-13:32,SU08:20-13:34,
KGSGBUHL=MO12:15-21:18,TU04:07-08:09,WE03:05-09:24,TH06:08-15:35,FR04:00-06:49,SA03:09-13:18,SU04:32-16:33,
APFVDMXG=MO17:24-21:26,TU00:38-05:47,WE01:07-12:08,TH02:00-19:11,FR04:04-13:10,SA02:00-07:01,SU13:02-21:35,
TBJUDLNY=MO00:33-00:38,TU02:25-03:44,WE10:18-16:31,TH07:03-15:12,FR01:03-14:08,SA10:02-14:28,SU12:15-22:21,
JKMXYZLJ=MO01:27-02:39,TU03:00-05:00,WE10:28-14:48,TH02:01-05:29,FR12:10-15:14,SA11:24-20:26,SU00:00-01:00,
CXEFRMPU=MO00:21-05:24,TU03:19-09:35,WE00:03-00:44,TH06:24-09:38,FR08:10-14:22,SA07:11-17:12,SU00:13-05:19,
QYVZSDDJ=MO03:00-04:04,TU09:00-15:07,WE04:15-06:25,TH00:16-15:53,FR09:06-11:11,SA08:34-18:46,SU03:03-13:46,
FMHJXXGW=MO14:23-21:27,TU13:02-15:16,WE01:05-04:06,TH05:00-07:00,FR08:26-09:31,SA01:43-19:49,SU02:14-04:36,
YFQXWXZV=MO00:12-02:15,TU03:02-05:11,WE01:09-03:20,TH00:32-05:41,FR00:01-06:03,SA05:38-20:53,SU05:04-08:53,
JBHMXAKX=MO14:21-19:29,TU04:14-13:22,WE01:29-11:31,TH02:07-04:20,FR01:07-05:46,SA09:03-17:05,SU02:11-10:23,
FZZEBAZH=MO00:10-02:17,TU06:10-12:24,WE07:06-15:40,TH06:26-21:51,FR02:11-20:40,SA00:09-05:13,SU08:11-22:17,
OFRSXKFH=MO04:28-14:51,TU04:02-18:09,WE01:33-10:54,TH04:25-08:37,FR19:06-21:12,SA01:15-02:30,SU08:37-16:39,
CXMYRJEH=MO01:12-02:35,TU01:02-02:05,WE00:29-02:40,TH04:00-21:06,FR06:04-15:56,SA05:11-20:26,SU09:25-18:55,
OPBKNWZX=MO07:00-22:12,TU14:33-20:53,WE04:14-13:45,TH00:23-10:48,FR09:14-10:22,SA09:19-18:25,SU07:03-17:06,
SEZDDXBJ=MO05:02-21:20,TU04:14-18:18,WE10:12-21:24,TH01:26-09:38,FR00:21-17:39,SA07:07-17:11,SU03:46-09:54,
VFDKDWZQ=MO07:09-19:11,TU01:08-03:40,WE06:05-12:29,TH00:15-06:21,FR09:01-18:06,SA13:10-16:11,SU04:17-09:23,
FTAUFPUV=MO05:04-17:38,TU02:08-20:09,WE09:00-12:00,TH03:02-10:46,FR00:16-01:32,SA01:02-08:11,SU00:32-04:37,
TKQWVHMK=MO00:26-01:36,TU03:39-04:53,WE08:01-09:16,TH04:02-08:08,FR04:14-22:15,SA06:06-16:37,SU09:26-12:28,
CUKMQDDU=MO01:21-11:26,TU01:01-03:21,WE06:03-10:16,TH07:17-12:48,FR09:07-11:15,SA02:07-03:49,SU05:21-07:25,
JXMECWQX=MO09:01-21:37,TU03:26-20:35,WE05:00-08:57,TH00:02-02:15,FR09:12-16:48,SA00:17-01:22,SU07:02-15:19,
QEPRRYKH=MO02:06-04:19,TU15:12-16:32,WE00:02-06:03,TH03:10-20:34,FR01:09-02:26,SA00:53-04:56,SU07:03-18:12,
TVIVQIUK=MO04:03-06:09,TU04:05-06:11,WE01:37-02:50,TH00:03-00:44,FR08:30-10:56,SA00:17-01:50,SU12:02-18:14,
SQYIGALH=MO00:21-05:40,TU09:02-14:41,WE04:09-08:11,TH02:07-10:41,FR00:25-03:26,SA07:10-15:55,SU04:00-05:01,
NAWZDEXV=MO00:01-03:08,TU05:29-17:38,WE11:14-13:20,TH06:07-08:38,FR03:10-17:11,SA09:21-22:41,SU07:24-08:30,
EUYOCJBU=MO02:11-03:14,TU08:10-15:30,WE14:50-20:57,TH02:04-14:13,FR01:38-08:40,SA02:40-04:45,SU04:27-08:57,
SKQKXNON=MO16:06-21:07,TU03:07-07:18,WE04:15-19:46,TH07:21-08:40,FR01:06-08:15,SA13:08-21:32,SU00:18-02:45,
VEGGLRMI=MO01:25-02:35,TU05:02-11:19,WE01:05-06:47,TH16:28-18:37,FR00:02-01:32,SA10:16-19:23,SU06:09-09:21,
KOETJQHF=MO17:35-18:44,TU04:16-13:17,WE00:03-02:06,TH00:07-07:09,FR01:18-02:28,SA07:17-14:21,SU05:10-07:21,
XCBFZVCR=MO02:52-09:58,TU01:07-02:15,WE03:02-05:51,TH15:02-19:09,FR12:04-17:08,SA07:39-09:44,SU01:20-02:28,
QTFLGBZJ=MO09:00-22:21,TU00:00-00:02,WE00:15-03:42,TH13:03-16:06,FR14:53-20:57,SA06:19-10:47,SU06:02-12:37,
WXVTZLOU=MO01:04-10:52,TU10:01-14:06,WE04:09-06:12,TH04:00-14:21,FR00:01-15:06,SA03:16-04:38,SU01:31-11:44,
AZGQZHZK=MO20:25-22:27,TU04:17-09:27,WE11:07-21:19,TH04:11-11:16,FR00:19-06:35,SA00:02-00:34,SU05:03-17:14,
BCJNSSUP=MO07:01-08:47,TU00:00-02:00,WE12:09-22:26,TH00:17-04:36,FR04:01-17:02,SA04:00-06:00,SU04:00-18:00,
FOKRFMRC=MO02:14-05:41,TU01:11-06:24,WE00:10-02:13,TH07:38-11:39,FR00:09-13:15,SA10:12-15:47,SU01:38-12:51,
UPGVORWF=MO04:21-07:34,TU03:50-15:52,WE00:03-02:11,TH09:09-22:20,FR06:09-10:13,SA09:05-22:20,SU00:03-00:23,
YWXVUDAV=MO03:07-14:15,TU00:38-01:46,WE02:23-05:44,TH00:00-01:36,FR00:24-02:33,SA08:08-21:46,SU00:16-00:43,
FPTEZGEO=MO08:13-16:26,TU01:10-03:27,WE07:10-09:22,TH07:00-13:51,FR11:01-17:13,SA04:13-13:33,SU03:19-09:37,
VYGNJGQI=MO18:20-22:46,TU07:04-19:10,WE00:04-02:44,TH02:10-11:39,FR00:00-05:19,SA01:09-02:11,SU00:30-00:32,
JVRTEDAP=MO01:26-03:33,TU04:25-08:34,WE07:07-12:26,TH03:10-10:17,FR06:30-20:34,SA03:06-06:36,SU06:28-22:35,
VDGNWYYE=MO01:00-03:28,TU02:43-12:47,WE00:07-11:51,TH07:08-11:51,FR00:13-07:24,SA09:43-11:45,SU10:15-17:18,
FDGJLEKC=MO11:21-15:37,TU08:17-14:35,WE00:04-03:06,TH07:13-09:28,FR00:01-02:26,SA11:30-16:43,SU13:09-19:15,
YMBCNYUZ=MO00:45-01:54,TU03:18-10:52,WE00:09-00:57,TH00:03-03:31,FR00:45-00:49,SA00:37-02:49,SU00:03-12:04,
IHZWMOZN=MO03:09-04:11,TU00:03-00:04,WE02:03-15:19,TH01:07-02:53,FR04:02-21:33,SA03:02-17:24,SU04:29-05:32,
ZTGJEZJT=MO11:04-13:21,TU13:18-15:25,WE01:25-15:26,TH07:03-12:06,FR07:12-18:40,SA02:10-05:25,SU04:48-16:50,
BOIGFAVA=MO12:00-15:31,TU07:20-09:46,WE11:12-16:14,TH00:17-03:18,FR00:01-19:48,SA02:08-12:17,SU13:06-17:51,
ATTGLJWJ=MO12:02-19:03,TU00:29-11:39,WE00:06-02:16,TH04:00-15:02,FR13:14-16:18,SA04:19-07:27,SU11:06-12:53,
LVPILKZW=MO03:11-09:42,TU05:05-07:49,WE19:23-22:38,TH03:02-22:26,FR19:39-21:53,SA01:27-07:33,SU05:19-09:49,
GSSEUURY=MO13:06-18:48,TU00:13-07:18,WE02:11-20:44,TH09:00-17:01,FR03:45-06:56,SA04:04-07:21,SU04:02-15:29,
YWADWMXG=MO05:04-10:16,TU00:28-00:39,WE00:02-05:37,TH05:12-09:18,FR08:40-22:44,SA00:17-03:34,SU07:01-14:11,
URMFTFDS=MO01:02-14:04,TU09:28-13:53,WE00:05-01:53,TH04:39-12:53,FR00:01-11:03,SA09:00-18:02,SU00:04-10:29,
HENKJATL=MO03:32-09:58,TU02:02-05:15,WE10:00-18:00,TH00:29-00:43,FR02:03-05:05,SA01:10-07:51,SU12:00-21:08,
FXKMZCHC=MO02:09-15:36,TU03:16-20:52,WE00:09-02:58,TH00:39-04:52,FR13:00-14:01,SA00:28-04:54,SU04:08-05:09,
WCSOWXQK=MO17:19-22:26,TU04:06-13:14,WE07:09-12:37,TH07:23-10:32,FR01:33-04:38,SA01:14-03:58,SU13:02-22:05,
IIXXLOZN=MO01:09-11:51,TU05:36-09:52,WE01:06-05:34,TH02:07-03:10,FR16:31-21:34,SA04:01-05:22,SU14:12-18:36,
YKYPJXQS=MO01:04-14:08,TU07:01-12:30,WE08:08-20:53,TH03:10-10:29,FR15:10-20:11,SA03:07-05:10,SU01:00-02:01,
DORDTPAE=MO09:47-19:56,TU05:00-12:29,WE05:17-08:20,TH14:13-17:18,FR06:35-16:40,SA04:02-06:05,SU06:48-08:55,
LPXMXIDM=MO01:28-09:42,TU01:40-02:57,WE19:10-20:14,TH01:00-10:08,FR07:08-09:10,SA09:06-11:29,SU12:14-17:41,
HLXKRQZO=MO03:17-05:22,TU00:05-02:11,WE07:01-09:03,TH00:01-05:05,FR00:03-21:28,SA14:00-15:35,SU02:43-03:49,
JJZGRRWZ=MO00:16-01:27,TU09:03-11:06,WE00:41-01:50,TH11:29-15:47,FR00:17-14:30,SA13:04-14:52,SU01:09-05:13,
RYVKYXOW=MO01:16-05:57,TU00:14-03:56,WE09:18-15:43,TH00:10-00:11,FR11:38-12:58,SA01:10-04:24,SU01:29-06:45,
QYNFOHUA=MO06:39-17:50,TU01:02-05:09,WE03:02-21:05,TH00:22-03:55,FR00:21-00:24,SA04:12-13:50,SU10:03-18:16,
WRFSJAHU=MO00:03-01:46,TU13:21-15:23,WE06:02-11:17,TH04:45-07:54,FR00:08-00:14,SA00:02-01:05,SU00:35-04:53,
TVYVSQEI=MO00:03-06:51,TU07:04-13:32,WE02:01-04:02,TH03:19-16:34,FR16:05-20:48,SA01:39-05:42,SU07:07-11:20,
OLLXGREP=MO02:20-05:49,TU04:05-09:30,WE04:01-17:18,TH11:00-21:21,FR11:16-13:32,SA02:01-20:13,SU12:12-18:20,
IWGLDYDD=MO13:31-17:54,TU13:25-18:33,WE00:00-15:33,TH08:18-11:49,FR16:26-22:44,SA00:03-01:23,SU11:10-18:43,
VGGMBFJJ=MO14:10-15:28,TU14:08-16:17,WE01:20-05:36,TH06:14-13:17,FR09:15-13:53,SA02:04-21:18,SU05:13-12:44,
FXIRZBJV=MO03:06-07:42,TU07:17-11:57,WE02:02-04:04,TH05:05-08:39,FR11:05-16:07,SA08:11-13:19,SU13:07-21:08,
JNBWYJGC=MO08:32-09:43,TU04:02-12:03,WE06:09-08:25,TH15:15-21:36,FR08:15-10:38,SA00:20-16:29,SU06:26-14:44,
DEUEOKBB=MO01:02-19:16,TU02:45-16:53,WE11:20-12:46,TH00:24-00:52,FR01:00-05:00,SA01:19-11:29,SU18:01-22:15,
MUBUPXXU=MO00:00-02:02,TU02:00-11:03,WE00:32-03:42,TH15:44-19:54,FR00:13-00:15,SA11:24-19:26,SU10:24-15:26,
JQRCEICA=MO01:01-15:25,TU00:03-03:05,WE01:05-21:13,TH12:38-21:50,FR13:18-22:35,SA00:22-11:35,SU00:31-00:34,
LWQXACGG=MO04:05-07:09,TU00:16-01:39,WE00:03-01:53,TH11:01-19:22,FR00:00-00:03,SA00:01-09:30,SU03:03-10:58,
WDGTVNNF=MO04:00-11:00,TU19:38-22:43,WE10:33-13:55,TH00:13-04:52,FR05:06-21:28,SA09:27-11:33,SU10:16-20:19,
SGZSFYYA=MO09:00-16:05,TU12:20-13:27,WE18:04-20:08,TH04:01-12:26,FR13:01-22:03,SA01:00-18:03,SU15:04-17:09,
YRITMHZR=MO00:22-00:51,TU03:09-04:11,WE07:31-09:51,TH13:09-16:34,FR00:08-01:09,SA02:17-07:20,SU00:01-02:04,
XESFMSDI=MO04:02-13:25,TU03:30-17:53,WE00:18-02:28,TH01:06-11:22,FR00:00-13:14,SA03:18-04:30,SU03:06-21:16,
KGRKTOXY=MO04:24-10:57,TU00:04-00:34,WE00:25-00:32,TH01:16-03:29,FR14:01-20:36,SA05:17-18:24,SU07:11-11:15,
REKDMZJE=MO01:35-10:58,TU00:21-11:30,WE02:23-03:34,TH01:10-08:29,FR01:20-02:30,SA05:31-12:46,SU02:04-12:10,
CPKVVAAF=MO03:16-14:22,TU02:12-06:23,WE04:14-13:57,TH07:00-09:04,FR11:16-17:46,SA00:01-00:15,SU00:30-01:49,
GOXUMTMX=MO15:20-17:25,TU14:07-16:25,WE04:00-15:18,TH12:13-17:56,FR09:05-10:14,SA04:18-21:20,SU11:19-20:25,
WTXLVATC=MO04:34-18:58,TU00:00-01:12,WE00:33-09:35,TH10:34-16:55,FR12:09-15:37,SA04:06-17:38,SU03:04-05:07,
XEXXYURV=MO05:05-20:12,TU00:14-02:26,WE00:15-19:20,TH01:13-02:22,FR11:30-14:41,SA09:16-10:54,SU13:02-20:13,
PGFFDXFC=MO14:04-18:25,TU00:10-00:14,WE00:05-00:08,TH01:00-02:44,FR17:03-22:11,SA03:01-13:13,SU10:05-15:06,
FYXEZNDX=MO04:07-06:22,TU12:05-22:46,WE05:09-16:29,TH00:31-12:34,FR04:25-05:30,SA02:45-21:50,SU01:04-21:05,
AHWKLPRB=MO06:13-10:19,TU01:01-04:03,WE03:11-04:31,TH14:25-16:55,FR00:05-00:38,SA05:22-20:24,SU03:24-08:48,
ZGVXJNEL=MO07:47-15:58,TU01:01-02:04,WE09:12-22:17,TH03:01-10:20,FR09:26-13:36,SA01:33-05:46,SU01:08-14:43,
LCSGNSXL=MO00:25-04:51,TU05:06-20:54,WE01:09-07:12,TH02:02-04:06,FR06:07-08:58,SA00:24-00:39,SU01:37-12:38,
RQTPFXHO=MO05:01-20:02,TU15:01-17:07,WE02:00-18:51,TH01:13-05:30,FR08:07-09:40,SA09:19-20:22,SU08:02-20:13,
YOIXNKXI=MO00:22-04:31,TU15:16-18:35,WE01:07-04:17,TH01:01-02:18,FR01:00-04:01,SA03:03-06:07,SU11:05-21:50,
PDTYGXIG=MO04:04-07:55,TU16:02-20:09,WE01:13-02:17,TH07:16-18:26,FR06:22-08:33,SA15:02-17:05,SU07:01-13:08,
IWUYARMK=MO02:10-03:22,TU00:26-01:39,WE08:12-09:39,TH00:29-02:39,FR00:36-07:41,SA10:21-13:46,SU00:06-00:26,
XMQYFHVG=MO04:22-13:28,TU01:36-11:39,WE00:44-00:55,TH12:07-19:12,FR00:38-00:45,SA09:21-13:42,SU01:46-11:51,
FDMOXEDA=MO08:01-11:14,TU05:36-10:53,WE00:18-00:29,TH10:02-21:03,FR00:13-01:22,SA02:05-04:19,SU15:31-19:32,
XICPKABE=MO00:00-02:44,TU05:43-07:48,WE01:04-08:06,TH01:01-07:53,FR00:13-01:35,SA08:09-19:33,SU03:23-05:53,
ZJOBCELW=MO00:07-15:12,TU09:36-16:58,WE02:27-06:42,TH06:22-13:44,FR14:11-16:12,SA00:09-00:55,SU02:05-03:33,
USPZRAHA=MO00:01-13:39,TU08:11-09:12,WE02:02-04:17,TH04:05-05:11,FR05:24-07:25,SA13:18-18:22,SU13:42-15:48,
XBXGXBXM=MO13:29-14:30,TU01:03-03:21,WE01:05-15:06,TH06:03-20:49,FR00:32-00:39,SA17:12-18:14,SU09:17-10:35,
QZWNCTUI=MO03:05-12:08,TU02:21-04:51,WE01:21-02:27,TH02:20-06:33,FR13:01-18:02,SA01:41-13:49,SU03:11-09:43,
